UN,orientation,year,NAME,n
268,k,2009,Georgia,5
112,l,2013,Belarus,1
32,k,2010,Argentina,1
32,l,2009,Argentina,1
528,k,2012,Netherlands,3
688,k,2007,Serbia,1
646,l,2008,Rwanda,2
646,k,2003,Rwanda,2
646,l,2006,Rwanda,1
646,k,2013,Rwanda,1
642,l,2006,Romania,4
642,l,2004,Romania,1
642,k,2005,Romania,3
484,l,2009,Mexico,1
484,k,2011,Mexico,1
458,k,2004,Malaysia,2
704,l,2006,Viet Nam,4
704,k,2013,Viet Nam,1
704,l,2003,Viet Nam,1
428,k,2005,Latvia,2
300,l,2008,Greece,2
300,k,2009,Greece,1
860,k,2009,Uzbekistan,6
860,l,2003,Uzbekistan,1
860,k,2007,Uzbekistan,5
792,l,2012,Turkey,1
792,k,2011,Turkey,1
178,k,2010,Congo,1
178,k,2004,Congo,1
152,l,2004,Chile,1
152,l,2012,Chile,1
70,l,2007,Bosnia and Herzegovina,2
70,k,2007,Bosnia and Herzegovina,1
70,k,2012,Bosnia and Herzegovina,1
12,l,2008,Algeria,3
12,k,2010,Algeria,1
12,l,2006,Algeria,2
12,k,2005,Algeria,3
748,k,2003,Swaziland,1
748,k,2004,Swaziland,1
51,l,2009,Armenia,1
428,k,2003,Latvia,1
428,l,2012,Latvia,1
686,k,2009,Senegal,1
686,l,2009,Senegal,1
686,k,2003,Senegal,1
756,l,2007,Switzerland,6
688,k,2006,Serbia,6
688,k,2012,Serbia,2
410,l,2004,Korea Republic of,1
410,l,2013,Korea Republic of,1
268,l,2013,Georgia,1
428,k,2010,Latvia,1
818,k,2011,Egypt,8
818,k,2010,Egypt,1
702,l,2012,Singapore,8
702,k,2010,Singapore,8
702,l,2009,Singapore,1
702,k,2012,Singapore,7
156,l,2010,China,2
760,l,2012,Syrian Arab Republic,22
760,l,2006,Syrian Arab Republic,2
760,k,2005,Syrian Arab Republic,4
703,l,2009,Slovakia,3
703,k,2008,Slovakia,4
703,l,2004,Slovakia,1
703,k,2003,Slovakia,2
705,l,2005,Slovenia,3
705,k,2009,Slovenia,2
705,l,2004,Slovenia,1
705,k,2004,Slovenia,3
826,l,2008,United Kingdom,1
100,l,2006,Bulgaria,1
100,l,2010,Bulgaria,2
191,k,2009,Croatia,6
191,k,2005,Croatia,1
710,l,2011,South Africa,3
710,k,2013,South Africa,3
31,l,2007,Azerbaijan,1
736,l,2005,Sudan,1
736,l,2003,Sudan,1
736,k,2013,Sudan,1
360,l,2012,Indonesia,2
360,k,2010,Indonesia,1
68,k,2003,Bolivia,1
706,k,2004,Somalia,1
360,l,2009,Indonesia,1
360,k,2013,Indonesia,1
31,l,2009,Azerbaijan,1
31,l,2013,Azerbaijan,1
31,k,2012,Azerbaijan,1
156,l,2007,China,2
740,l,2006,Suriname,1
740,k,2007,Suriname,1
818,l,2003,Egypt,1
818,k,2004,Egypt,4
860,k,2010,Uzbekistan,1
417,l,2009,Kyrgyzstan,1
762,l,2011,Tajikistan,15
762,k,2008,Tajikistan,4
762,l,2013,Tajikistan,1
762,k,2011,Tajikistan,9
764,k,2005,Thailand,4
764,l,2011,Thailand,3
764,k,2006,Thailand,4
158,k,2006,Taiwan,2
158,l,2007,Taiwan,1
158,k,2007,Taiwan,4
158,l,2011,Taiwan,1
158,l,2012,Taiwan,3
158,l,2009,Taiwan,2
417,k,2011,Kyrgyzstan,1
12,l,2013,Algeria,1
233,l,2011,Estonia,4
233,l,2007,Estonia,5
233,k,2007,Estonia,6
233,l,2008,Estonia,4
233,k,2009,Estonia,3
246,l,2005,Finland,1
231,l,2003,Ethiopia,2
231,k,2010,Ethiopia,4
231,l,2011,Ethiopia,2
231,k,2003,Ethiopia,2
504,k,2011,Morocco,1
834,l,2005,United Republic of Tanzania,2
834,k,2010,United Republic of Tanzania,1
834,l,2004,United Republic of Tanzania,1
818,k,2008,Egypt,1
233,l,2004,Estonia,1
233,k,2012,Estonia,1
233,l,2009,Estonia,1
36,k,2005,Australia,1
818,k,2013,Egypt,2
268,k,2011,Georgia,15
364,l,2013,Iran (Islamic Republic of),1
364,k,2010,Iran (Islamic Republic of),1
340,l,2009,Honduras,1
268,k,2013,Georgia,1
8,l,2005,Albania,5
8,k,2006,Albania,11
8,l,2009,Albania,1
498,l,2008,Republic of Moldova,2
392,l,2011,Japan,12
380,l,2009,Italy,3
788,l,2011,Tunisia,17
788,k,2011,Tunisia,29
398,l,2006,Kazakhstan,2
795,l,2007,Turkmenistan,3
795,k,2010,Turkmenistan,3
795,k,2006,Turkmenistan,4
792,k,2005,Turkey,12
496,k,2004,Mongolia,1
410,l,2012,Korea Republic of,4
410,k,2011,Korea Republic of,1
156,k,2007,China,2
156,k,2006,China,12
398,l,2004,Kazakhstan,1
800,l,2003,Uganda,3
800,k,2005,Uganda,1
800,k,2003,Uganda,1
860,l,2010,Uzbekistan,2
858,l,2013,Uruguay,2
858,k,2004,Uruguay,1
858,k,2005,Uruguay,2
860,l,2008,Uzbekistan,1
504,k,2007,Morocco,2
242,l,2003,Fiji,1
242,k,2010,Fiji,1
242,l,2008,Fiji,1
31,l,2006,Azerbaijan,1
246,k,2005,Finland,4
392,k,2013,Japan,1
704,l,2007,Viet Nam,2
716,l,2008,Zimbabwe,2
156,k,2013,China,3
528,l,2004,Netherlands,1
112,k,2013,Belarus,1
246,k,2007,Finland,5
528,l,2006,Netherlands,1
170,l,2010,Colombia,1
170,k,2005,Colombia,1
392,k,2006,Japan,2
124,l,2011,Canada,2
760,l,2011,Syrian Arab Republic,1
392,l,2009,Japan,1
392,l,2013,Japan,1
191,l,2003,Croatia,4
191,k,2004,Croatia,3
762,k,2010,Tajikistan,1
704,l,2013,Viet Nam,1
156,k,2010,China,4
156,l,2013,China,1
756,k,2005,Switzerland,5
148,l,2012,Chad,2
148,k,2011,Chad,2
148,l,2010,Chad,1
148,k,2012,Chad,5
356,k,2008,India,4
860,l,2012,Uzbekistan,3
860,k,2012,Uzbekistan,1
499,l,2006,Montenegro,4
499,l,2013,Montenegro,2
203,l,2007,Czech Republic,10
203,l,2005,Czech Republic,1
203,k,2003,Czech Republic,3
152,l,2010,Chile,1
152,k,2011,Chile,2
152,k,2006,Chile,1
156,k,2012,China,7
496,l,2007,Mongolia,1
496,k,2009,Mongolia,1
860,l,2009,Uzbekistan,2
744,l,2007,Svalbard,2
744,k,2004,Svalbard,2
744,l,2005,Svalbard,1
744,k,2005,Svalbard,2
124,k,2009,Canada,1
56,l,2005,Belgium,1
376,k,2013,Israel,1
376,k,2009,Israel,1
36,l,2006,Australia,1
36,k,2007,Australia,3
218,k,2008,Ecuador,2
218,l,2004,Ecuador,1
218,k,2011,Ecuador,2
232,l,2008,Eritrea,2
232,k,2009,Eritrea,1
232,k,2011,Eritrea,1
233,k,2003,Estonia,10
233,l,2005,Estonia,1
231,l,2008,Ethiopia,1
428,l,2003,Latvia,1
388,l,2007,Jamaica,5
388,k,2003,Jamaica,3
388,l,2009,Jamaica,2
388,k,2009,Jamaica,4
156,l,2003,China,1
392,k,2009,Japan,15
